DW_CLIENTES;DW_TEMPO;DW_LOCALIDADE;total_sales;sales_amount;total_sales_price
a7b3f26992ea87265338d23a4cab89c821ae71c0d2f7e771175f4383c42ebd69;3b8f16708c3f84cf9226bb8463c4e636523159a4cfa6aa65b8c6c00cbf980dfb;1a43d3fd479c640b7726dafe5c200a81d47255223a41522b75c51394da833f74;2204776.0;"";1.7200425E7
d0d24c7e2929919bd418f6d9c15506cda61c36d280d1b6d134748b35a54a0275;fb186be406d98c6779713d693606423511ecd85fa68f67cafaba0c31bd4fbd58;9261d25693d559b4781c6ccdfa443cc553cf4943d967e3d87266d3fb35a0f811;2204776.0;"";1.7200425E7
ddce91aea9fc8503bf8b53f93439eff8e2976a20dd2d2ae33ac0a2e4c49075de;f3b61e13a4a5f824e167b0eee6101678332671f45cd888e855f8435387fccefe;b8132be92ddda5654385624786e2366aba73e42b35e7197d0e875502b0128c37;2204776.0;"";1.7200425E7
663d281e6d33c1b9cc69235729232d9781673a8e79c99c36488344a892175698;7296c1d5a9c4c93d1a106245e7f140f5d5e2d626da98e1812dbe8952506361e5;ffb14b154e4df3d18a247d9f3bf2ee60bce679e53d915b9204d32fd10f3c1233;2204776.0;"";1.7200425E7
2059ac18e07fc1e5321a5a0e8aae4534374907bc4761fff171e401b77b370cd1;2d8150a744748e754d4a93e360eeebeaf09900985890a01195732f60e014c6c6;976f7b55bbd6390bdac897d38271b1c1ee47311b3f4059cf2facedb33bc59886;2204776.0;"";1.7200425E7
c4348c8ce2d3303dac16ea7023e6b6a6a6af7de8e9964a5e5a53107830c62147;e7a8135615ef2a2f5eef4e3892b7c40df7d3b215e38d6a19c336be2c6c56062a;0fd78c032a4758b1346e9402154d59c35003adbb90ad91b1b1dc46e5c53e7fc7;2204776.0;"";1.7200425E7
58e0801ec87d132b9a90dcdf9e1bddfd430816ab7c6034280677a6caf29ecce6;678076e285bd750ce7b9139b069d606c9dc7b228d1d5aec4ada9db74044c90b4;8ba4123f2eea5c322ef79d15a02c47180607f73d452c81864295d63fd7fae3e1;2204776.0;"";1.7200425E7
9428f8a25d435703ce18f1d5fea877157e64390c12d14d3b4e647067410c9bc1;7506f0a03980065098ba746cd98ead7eced2c9ff0fb8a2a0b132692c3e794264;6353ad789aaa5ce075a045346a55e5a24b8470b07038bf415e93221d39308b80;2204776.0;"";1.7200425E7
a97b7a791cb614a7153a56eb6689f38900b1ea198489e02bb084dfbcd2f888ea;f0952a1c01ebec20d4beec631324cdeba4c2c9658b51d3673b0ee2047a7f5634;14dc33b9248f38974a70dfb1bdbd4bd28b8e529e3163811faa8c3cc0d1677aaa;2204776.0;"";1.7200425E7
7a459e159cab2a91eb1e672983ae61c382b32de5e5f47af8665853a1a2394456;33d4d0adbb4185485bf9d2d9b4b357f9c90528f1df8cd6c5714a35d7810cc51a;e9e79d94c76dbb5a50deff703994d102411f7afe9e16ca765cf58139a7d8f3d7;2204776.0;"";1.7200425E7
7a459e159cab2a91eb1e672983ae61c382b32de5e5f47af8665853a1a2394456;dc7f0a689bf8345629c4f6d0ef1ff7bd98a4bf1d8ea90e4ff2a32fc4ae7715b7;e9e79d94c76dbb5a50deff703994d102411f7afe9e16ca765cf58139a7d8f3d7;2204776.0;554.0;1.7200425E7
661e3dcd59238664272e8d118b53f95fe0a0edc310d02311967dce977d569791;d58a83890e76c6128dff4b8626bd5cf47816d610da68c5650214dc9c05b6c443;a374ad5cc9bbbbc885b5e55983e95fb7db1c16dd6068379324c5c55ba45501ec;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;2580d50f2b3e13eb1fa8363c6e727a518a294c3580c630f87e259be74e1cf204;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;5dbfd69247be55a979ad2651497efe0d6fbeb9048b25eafaa67999c4552edaa4;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;59f46ead098359f07d8fd646198e9964b312cb87818a7d3fed1106ba896fc7c5;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;8fc9e5fa79d81e1e834842e2fd30c9c5ee5996c7dc356e3e1aca7f78d34448b7;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;a20aee29492e64dbda3d37ea06b9c4fc5de3cdb83bd8c68b01cffee0677df4a4;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
076eff0f0c39d27db57be2aa9276b6ccde9b6cf67f15f02723446ffd6d452dce;2a1a9db5549b006d9e9f0a21bdb20330aa8626cf572482fefce76145eae980a8;b60a79a4355aa3a9eb2380594fda4b0897cb5537e74f86ac7696cde5d914e55a;2204776.0;"";1.7200425E7
8d81e68964e27307038fbe9f1005ce3abbcf6bbd32ddd0f555926ed8b7d4bf80;16d667aa795bab0866fe807f663604315add71af0ddb7fb8904e1ba525661a46;26cfaba6e2d1d646c64d6e1ea9c808d61d43cb348ff32afdef42d53945f66070;2204776.0;"";1.7200425E7
6c567e4753acc31aaa1613ed31aa99816667d3dc6b761de75ef233c442ef785f;a858dd64e99070588e01af8cf42a3e6e393fabe9f92a4ebff4e6d0b4a4eec9cf;7ecba694d92d7633741302c27c1c2e9fd933af25c2b996ad940ede7a1d774785;2204776.0;"";1.7200425E7
9e7010a4d5e0223995fafa6ae839d9fc04afe2654e07cf803ebc7f3c5f9b015c;079532ea4accf48f9b052b033b9fe67ecbb913b9f0521504a45510f87c24859e;d8720f655f858639ebe964b385541a070a707679d1937b3dec7d2e3416ae9aca;2204776.0;"";1.7200425E7
b7713d5f9661057b1bf3979c07d22f9946cef868e143479d3eed9d7ce0da5512;7adb9022e72ee9fe84e8df4d6e16fb00699519c4df198b87bc8a882d499a8958;88f43e738d78fe5aa6c3bb315716c14cb273a32e87cf9c30b67b7f15b8441d2e;2204776.0;"";1.7200425E7
45ef707225bb1da622f37e0ca5c41fd31d6e24425c971f4879dd9ff07f55f38f;faaba8dda643bf643d0d18b86c5de36eb93a401ee38ae01a4d52ae51a07422e5;3b65e6e442b4212fad89fc3df6c22dfdfae811c30ad5db11bbeef45751beeeb3;2204776.0;"";1.7200425E7
5585d657deda96efbe26d6016bc19c2b61f304f82063bf821252d7c777b9bd5b;78f4a2bfaba7c411c43a24002f0e64d9ca0200f71ba234f01a2de9e2fb791bb7;9f87c8cad30128153c35c8fc6876d24734b188d134605e73b9d2db66cbbafbb0;2204776.0;9971.0;1.7200425E7
5585d657deda96efbe26d6016bc19c2b61f304f82063bf821252d7c777b9bd5b;3c9ea8819ba3d381facdd86cbacb0c9cd20a19bf10d5cf4a33828f2c162ec0e9;9f87c8cad30128153c35c8fc6876d24734b188d134605e73b9d2db66cbbafbb0;2204776.0;"";1.7200425E7
b51af642f2148351107b3ed8d6d643e731136b67185e4cd500aba30ac87a9cf8;22e48f31f8b8a6b99272889d8f6d8fc59fe4fb6f84fea5f6e3fbed4a764188d8;f8d6dc07f911e403b8e086ab8ebe7674e97ca00127404c7b0aea2236b3189e54;2204776.0;"";1.7200425E7
4a78c125be58d75ea7794298b7941bb4d8bfdcc0eda1cb45046b63bd2bcd332c;fd91232b6662a1d210553f8678d666caed07367c660c16b00fe434f12501080d;790bb2c5871420a3e168abb5a1a864c53d252ca8f61ba415dd5230a911fa043f;2204776.0;"";1.7200425E7
2dda074f0dd9356cc2c1ab35a4f4cb5342801c42b73fdedc23fe761c31468e09;38dfd4039b3d684a600c8e2d437fa543594613f6ea62577faddfc1a68b5bcfc6;4345a5d323c330215b7269a7a19cc0310ec3008b86c650a8f9003314718f816d;2204776.0;"";1.7200425E7
0c5e2f5088e6d89d964e87f97c2190c55709dbf7d70904d2dfc5b572fa9e054a;1727091b3336bad088218c57441fc6757efd59add6f11e7d44f76c0981232609;af9e00e463105a1e7b75a5d751238b2bf9aad35e658a2ea621de597a1cd19a9d;2204776.0;"";1.7200425E7
9b74066866a6258f186d3dd2642847ab0fa033bcaf8b7634844854d9ba4ef448;2bcc6a1da6508cb4812b116a79a32a7a06a14f1c67375c15ebe1801abe183074;70285a58582ad0cc4e8ead2fd653f465acc3f907062180af385bb9b3a10f9cfb;2204776.0;"";1.7200425E7
5850c8acb37cf3ec1e5e02ef58df131bd48581fb18ac1e97d6dc44116c76268e;f365434f2c18093928568909e5ce4ae2e5301acf631158bfab868ebbfde89129;f106d6f589aa784fb7991f5458c056f2d4f1394679c66414c97a2959f8841dae;2204776.0;"";1.7200425E7
66a8c698aefc482c00df529fd4381c076c93bf5a32916f36be6d12d43426efa8;bfb4f37fc8359e018002bcd07d1422cc0fba196886a22f36a08624dfaef3b294;1f41d723eace6954d5fadf71b4e56614ea8810ab6fe1ee2a9eec139ccc2c1ff8;2204776.0;"";1.7200425E7
66a8c698aefc482c00df529fd4381c076c93bf5a32916f36be6d12d43426efa8;633214ee33d597e2cf093f6978dd3c959877e2fd0701ad798b739f0a90f5a3a9;1f41d723eace6954d5fadf71b4e56614ea8810ab6fe1ee2a9eec139ccc2c1ff8;2204776.0;"";1.7200425E7
71c1129a3745c582537ccd268cd9807579aaf437d73118cf1df62a653b827126;33d4d0adbb4185485bf9d2d9b4b357f9c90528f1df8cd6c5714a35d7810cc51a;4c06a086b2d1e8cccda4aa2d14c8165f8acbd662a4d8ae1435a967761e254220;2204776.0;"";1.7200425E7
1f94dd494ee82903c72a84ea3f420dbd058482084ec797502a8f532ab0a3ff72;155e40567bccd83590867e61e4c88c8b5959066c39eaf5d1cd3c8734d7b08a5e;be629f5e37138d3ccd2339ae7a94af4aa00d3f99a8c92e8a90c09ae8b087c0c3;2204776.0;"";1.7200425E7
e5a0031cd519710eb61586889eb5fb8d3df4017b13715b0bca814143231ae93a;b96a09eb305112f64cf76746c7eca80170ac7216167ba13fa43c4eb3df4a4e5c;9286d05be1bfcf0cd023134208de4938f5dbe4abfb772a0f4e71773df6b7dacf;2204776.0;"";1.7200425E7
9b24cc033b2dcaff5abfc42a3427c7029f7281adeb3d9091295fd329ba644340;70f3bbc1272873f2a29b40ec89202d8b62d1989aa1cfc59733d7bb36531f1dff;99bccffc5140e16a6a609a57182902d0e942bcb512669ce0343d13eb580168a8;2204776.0;"";1.7200425E7
2eccdc18338c90845a68c4ffb6e6e0e94d62e248d5ce2d820e92c15cfc59dcac;b96a09eb305112f64cf76746c7eca80170ac7216167ba13fa43c4eb3df4a4e5c;412a38c4b2da2f643e82782562cd8918d75863be23290472f9f043badedae5af;2204776.0;"";1.7200425E7
51edce8af458bdf846c481318c09740768f8a6ace31cd32420b22a04c07e2a26;526ccf8ce57e3316b78b88fb09341a6cf1c3cbdc7a96c08c4066d7d7551a2c5b;923038ab57ec11ee3fe6d22a6bdb2b3e135d6e5f21f9cd2fd3fa763d544658d8;2204776.0;"";1.7200425E7
b88b655b3730f8678b94086d3f4e2ff01ee149fbd8ca5725226859d541fb6fdb;7f4bd8d5b0e2d1c55bb1d296e9fabb22a36a0ad16eb746d978a81d696bf15e43;f6a1f9ba3bf359aa94ecc5ae8acabe68bbcdd71b5860c93488788afbaf7baa1d;2204776.0;99080.0;1.7200425E7
f50a49c25a3f6a6fb9fee69061dd53fbe1fe374a99d6b33e91284f26c1fb73ad;d08c8ce55d5d58fcf2ba1ac4a2cd6119249cede8d3be293fff9871fb0c0b4f7b;af01d65e3e6938836db96eb79d0ef788014fd59e956592cec38d1092e1571b78;2204776.0;"";1.7200425E7
bb589bf610d919d0fb76b67e74298960ef96082d890f6c5e884caff01bee32e2;6cf02b7f60bf358f6adf5f99d3e504ed25c6a61de04e2d4aa9854842133166f8;eeda79b174df157cd7e4befbb0d10c003d4db923f0a1528f5c49e1698cfe8177;2204776.0;"";1.7200425E7
74d0b747933afd9f72d2ae79319c5c756a08b09eebf588e55edff1f8906ca79e;8bca46c7031eadfe6b22ea32ea097462d9ecaecc0f30be55d4e853c292c83c6c;2435eef162fbb270cba8276bbc0798f96692b781a5c2d28c475492ea60acf737;2204776.0;"";1.7200425E7
c5dc761dc1d9d3bb27c887c9ecee1bc9237d8ab275015403998e1d1c00fbf7ed;432e69955fc52f692e4ccfa83c7cec802449da9eb800b5cbbf11836f2e111f22;10e6bf86fc46ff0158023ed4567b7f61a09fb9c6cfca8e8151c6f43035a21f5c;2204776.0;"";1.7200425E7
3d31c701ee2f6b82d50bfddbfd1c8aae4b01ad172caac18204c587cd4d0d229e;7b997372efb7f8a884e8b8c083a0daa1ccaf1e134fcb598c7af397f2a18e0fb9;78bd1b4c3ec5d283ad58f8a65bc68f3089d990a1b9559d8776c1ac1e6128664f;2204776.0;"";1.7200425E7
ee8f3415e63547af4260a2a57ae1809fcf696a9be8c710566e9a90585f9388bf;08b195f2bd6538598e198e7f154a110e1f3d1f2ffc726f72268c0aee9163ef1b;abc945d66c0dee37dcc6ed6e2103c17e13142866518ab0ca5c521a6b47bb3878;2204776.0;"";1.7200425E7
9c26f8679fa66899e8f52086d5983af582f36a5e74200de9f80aa737350ebb4a;06b37b0125b831812c9d981ef3ba7e4979357571266aedc0eb156f970bc3de0a;148907fa148938b809f790d3287551cda13f338c09cbbd41a57172071b881777;2204776.0;"";1.7200425E7
02bbcb63ddff8459182436b0ce4a081620bfb4503424a3a84611f294009e427c;5ef0325e3c1b296d05cace3b47710336d8298f7290c937673a4a91938ea50e2f;50d3573beafb6fc91fcce12752de95e0dc5574ce9a19f6c1424f4035868749f1;2204776.0;"";1.7200425E7
a9398ba176747d2912ae634b5724873c87f437216c1c3ac29fd38b52f0204fc9;a48ac525ec50109594838d2a99391b14aaf3894526f01eab88ffeb4498ece48b;b13c21981590a62d6d186b61d1e961d474321e53cc6ed875c7b5524d2b197c22;2204776.0;"";1.7200425E7
46fa5b7fece1958a065e004feafb851ec6d4786772fc2b60666292efe1be2088;bf6c859dcb0a9e2ee7c21385a5b91013838846cc1f4fdc19a5208deefdb8b238;6cebfcafbc5153a99ccc53ac6851e15056d1f3e11b7dda6ea5b16736b6dd3853;2204776.0;"";1.7200425E7
309f107289d6264fb04a4a6539a72bb89c03e8923b4eb8d5788781e01e6f33e2;eb9f4c8f4839f930babb5b92f1f495b8d27319ac4b4d882d44f90f6969e7a75d;c18a7416ea4809e000892f263d669ad83412c1585dda323ca4b6bd88d54baa1e;2204776.0;"";1.7200425E7
663d281e6d33c1b9cc69235729232d9781673a8e79c99c36488344a892175698;2f189d780cf6892584ee1b5b6e4bcaccdd2dc0eb9ffb063530a1c4d56698775c;ffb14b154e4df3d18a247d9f3bf2ee60bce679e53d915b9204d32fd10f3c1233;2204776.0;"";1.7200425E7
9428f8a25d435703ce18f1d5fea877157e64390c12d14d3b4e647067410c9bc1;a174ad9395ce3315a8b9fb4fa1683ca916b55a57a1223c32144dde0f4ca27770;6353ad789aaa5ce075a045346a55e5a24b8470b07038bf415e93221d39308b80;2204776.0;"";1.7200425E7
c4ea4bfe9963678289e96d79df46fcdd94f0e7b1ad8af862a87772c7d179414a;52d5e95a249dc5e95633b703b7817030a0fdb7357b6bc88a90e8a116316e5619;f21cc3fef96b5de182d16a9f45e087fc8edd3f6f0a9c9c0b7353853c74fb8c6f;2204776.0;"";1.7200425E7
a3eebe48243efd7d6e1fc3764d247c3bf4cd518dbae6b1b07910bf88746d6076;397b944b5271bcd57cb21f469512d5fd6c4edcc2b669cce8fa9a87e9166de832;161152de17b1bdc45c502b83664a99299230245d5356488d085367a7246e50d9;2204776.0;"";1.7200425E7
ffd697c74297d547e726286bb19e20023763c7d3e12398a9ffe3c1313b47b553;224cd499f5af1ddfd18650aabcb2effa111aea4f86dea082336e45864181a8a6;360d5fe56ad909127e21fb95f4edcb80ab13c8dec303f0e393703d8449cbc5f7;2204776.0;"";1.7200425E7
11ad5d9299bc39efe3f5d26415f2cfcc1413ae1f694218f206fa3c9248fb23f0;5d5b5d06af1e74c24a90b122e5b8e1ebe5adb0cb7d179964e1ef83c3cb2d09d8;2745cffed268f2a301233013729bedc98f14a28cdd90f38b7605b79430f897a4;2204776.0;"";1.7200425E7
11ad5d9299bc39efe3f5d26415f2cfcc1413ae1f694218f206fa3c9248fb23f0;0b0f78d221470be52151d44474c19d79303d9b7bc95867fb52d81d983515845e;2745cffed268f2a301233013729bedc98f14a28cdd90f38b7605b79430f897a4;2204776.0;"";1.7200425E7
11ad5d9299bc39efe3f5d26415f2cfcc1413ae1f694218f206fa3c9248fb23f0;112810a2960fb56eaf25f539855147ec76c84471dc14fb8817e26923af7edda2;2745cffed268f2a301233013729bedc98f14a28cdd90f38b7605b79430f897a4;2204776.0;"";1.7200425E7
11ad5d9299bc39efe3f5d26415f2cfcc1413ae1f694218f206fa3c9248fb23f0;b045f199482b649adefd1bd242d2d5d6216cbaf20ea0b5ccb73e1db26438b51f;2745cffed268f2a301233013729bedc98f14a28cdd90f38b7605b79430f897a4;2204776.0;"";1.7200425E7
